KnowledgeID,Category,KnowledgeName,KnowledgeDetail,ReferenceFile
41b7c7fb-5b13-4672-84aa-b5a01fc4b683,AMPM,Timesheet Extend Key/Approve,การขยายระยะเวลา Key/Approve Timesheet โดยเข้าไปที่ MPM -> Admin -> Limit Dates เลือกเดือนที่ต้องการขยาย และแก้ไขวันที่ Last Key Time,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
377e4d63-6654-4085-b991-26fe46837b51,AMPM,Timesheet เปิดสิทธิ Key ย้อนหลัง,การเปิดสิทธิ์ Key Timesheet ย้อนหลัง 1. User ดำเนินการเองผ่าน Chatbot หรือ MPM Request 2. Admin ดำเนินการให้ที่ MPM -> Admin -> Users เอาติ๊ก Validate Timesheet ออก,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
0335bc12-6878-40ff-813a-f6a9d28e911a,AMPM,Timesheet เปิดสิทธิ Approve ย้อนหลัง,การเปิดสิทธิ์ Approve Timesheet ย้อนหลัง 1. User ดำเนินการเองผ่าน Chatbot 2. Admin ดำเนินการให้ที่ MPM -> Admin -> Users เอาติ๊ก Validate Timesheet ออก,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
bdbf36d1-e7db-457e-a925-2010c1f62a19,AMPM,OT ขยายระยะเวลา Key/Approve,การขยายระยะเวลา Key/Approve OT โดยเข้าไปที่ MPM -> Admin -> Limit Dates เลือกเดือนที่ต้องการขยาย และแก้ไขวันที่ Key OT / Approve OT,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
c5434985-6d01-40c1-9029-a5350f4e0449,AMPM,OT เปิดสิทธิ Key/Approve ย้อนหลัง,การเปิดสิทธิ์ Key/Approve OT ย้อนหลัง ต้องได้รับการอนุมัติจาก PE ก่อน Admin ทำการเอาติ๊ก Validate OT ออก ที่ MPM -> Admin -> Users,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
8238295e-e1ae-4a4c-ad55-7d69bc794b51,AMPM,Mantis Create New,"การสร้าง Mantis Project โดยเข้าไปที่ MPM -> Project -> ITS Config เลือก New Config ใส่ชื่อ Sub Project, เลือก Template Name ให้ตรงกับ Sub Project, ใส่ Group Name และ Column Name แล้ว Edit Permission และ Update to ITS",main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
39a91056-753a-47d6-9984-5ab4432eab09,AMPM,Mantis Add Permission,การเพิ่มสิทธิ์ Mantis โดยเพิ่มรายชื่อ Team Member ใน MPM -> Project -> Team แล้ว Edit Permission ใน ITS Config และ Update to ITS,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
cd11fae0-2202-47cd-be6b-1ce57a73ccf2,AMPM,Mantis Reset Password,การ Reset Password Mantis โดยเข้าไปที่ Mantis -> Manage -> Manage Users ค้นหา User แล้ว Reset Password,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
eb1ba903-49ab-49de-adb1-42daea8dc13c,AMPM,Pipeline Create New Internal,"การสร้างโครงการภายในองค์กรใน MPM -> Pipeline กด New Internal Pipeline ระบุข้อมูล Short name, Description, Project Manager, Start date, End date แล้วเพิ่ม Team",main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
44752f94-e0f0-4056-8bc8-6172a0ba6077,AMPM,Report Projects Listing,การสร้าง Report Project Listing ที่ MPM -> Project ใส่รายละเอียดที่ต้องการแล้ว Search แล้วเลือก Actions -> เลือกประเภท Report จะได้ไฟล์ Excel ตามข้อมูลที่ Search,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
2c6ca9ae-c3e1-4922-b215-26c8695f360e,AMPM,Report Timesheet,การสร้าง Report Timesheet ที่ MPM -> Report -> Timesheet -> เลือก Report Type แล้วเลือก Project Code และกด OK จะได้ไฟล์ Excel ตามข้อมูลที่ Search,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
cad18c2a-3ce5-4369-8b0f-498729c9ab76,AMPM,Report Timesheet for Customer,"การสร้าง Report Timesheet for Customer ที่ Report -> Timesheet for Customer -> เลือก Report Type เลือก Project Code, ใส่ชื่อ Resource Name แล้วกด OK จะได้ไฟล์ Excel ตามข้อมูลที่ Search",main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
b7fb7520-dd61-4d89-8db0-f4ac49c27d49,AMPM,Training Training Record,Admin สามารถดู Training Record ทั้งหมดได้ที่ MPM -> Training Tab -> Event/Course/Topic/Exam สามารถค้นหาข้อมูลตามต้องการได้,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
711c43af-0282-4b0e-b4dc-157bcd590eff,AMPM,Other Business Unit,"ใช้กำหนด Business Unit ภายในบริษัท โดยกำหนดสิทธิ์ Approve Timesheet, เห็นข้อมูล Timesheet, การแจ้งเตือน PMA เป็นต้น",main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
2ba7d351-db0d-4d94-846a-a2ee30042b0c,AMPM,Other Customer,แสดงรายการ Customer ที่ติดต่อกับบริษัท และใช้กำหนดสิทธิ์ให้ PM Account สามารถเพิ่ม/แก้ไข/ลบ ข้อมูลโครงการในกลุ่มลูกค้า,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
19db750d-9c6d-42e8-b495-9ba57c3a4659,AMPM,Other Sale Team,ใช้ในการกำหนดชื่อ sale team ภายในบริษัท โดยแต่ละทีมจะมีการกำหนดสิทธิของบุคคลที่จะเห็นข้อมูล Project ของ sale team นั้นๆ,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
b9aeaf9c-c8ee-4411-8385-40a4f8527078,AMPM,Other Roles,ใช้กำหนด เพื่ม/แก้ไข/ลบ รายละเอียด Roles ทั้งหมดของระบบ,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
cd44c905-d4f5-4c90-8765-0a06cbf6bab4,AMPM,Other Banks,ใช้กำหนด เพื่ม/แก้ไข/ลบ รายละเอียด Banks ที่ติดต่อกับบริษัท,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
12b0686c-68b0-4f3b-82c3-ed1aef328514,AMPM,Consult and support Key Timesheet ไม่ได้,"ตรวจสอบการเพิ่มชื่อใน Team, Task งาน, Cost ใน Task งาน, สถานะ Pipeline",main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
2cc08d4b-dc41-437d-876d-f536466a3e6a,AMPM,Consult and support PM ไม่เห็นข้อมูลโครงการ,"ตรวจสอบว่ามีโครงการในระบบ, PM มีสิทธิ์, ตรวจสอบคำค้นหา",main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
174f7688-8251-42f7-b161-dbefa9804de6,AMPM,Add /Edit Stakeholder,MPM->Project->คลกท'ี Project code ->Tab Stakeholders,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
8321a413-8aad-40a1-a8df-5a09a75de7c4,AMPM,แก้ไข PM ของโครงการ,MPMProjectคลกท'ี Project code Tab Propoties และ Edit,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
91ea0ad1-d72d-47c8-a646-57c65f75725e,AMPM,Change Planning Type,การแก้ไข Planning Type ของโครงการโดย PM ให้แจ้งทีม Sale co เพื่อแนะนำการขอสร้าง Email ให้ Outsource,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
cca8078b-c968-4fed-affc-0892fa040e94,AMPM,Dashboard,สอบถามข้อมูลที่แสดงหน้า Dashboard ว่าต้องแก้ไขอย่างไร,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
754bce0e-e065-40e7-ad84-53ddd3c4b85e,AMPM,เปิดสิทธิ ในการเข้าดูข้อมูล Actual cost timesheet,1.เข้า MPM > Other > Sale team 2.ดู Project ที่ User ขอมา และ Cick ที่ User can see Project in Group : Add User  3.กด New User  4.เลือก User และ Cick Ok,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
1d930c78-ad9c-4dac-aa93-9774af02f845,AMPM,Close Project,PM สอบถาม เรื่อง Close project ว่าต้องดำเนินการอย่างไร,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
d7430428-9a9a-4285-b196-f116a8368e8b,AMPM,Cancel Project,PM สอบถาม เรื่อง Suspend  Cancel project เนื่องจากทางลูกค้าจะมีการยกเลกโครงการ,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
3124ed36-5c75-40ca-915a-64713a0da380,AMPM,Suspend Project,ทาง PM สอบถาม เรื่อง suspend project เนื่องจากทางลูกค้ายังไม่มีการกำหนดแผนงานที่จะดำเนินการ,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
f1c58405-7537-45ba-876d-652123b16cf7,AMPM,Schedule / contract milestone ,แนะนำให้ PM เข้าไปศึกษารายละเอียด Project Management ได้ที่เมนู MReady ->PM onboarding และ Mtube ->Project Management พร้อมทั้งแนบคู่มือการจัดทำ Contract milestone ให้ทาง PM,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
4ac83b25-e8c7-48b3-9f50-da6ffe2b74cd,AMPM,Schedule error ,PM มีการนำแผนแบบ schedule ( .xml หรือ .xlsx ) เข้าระบบ MPM แล้วมี error schedule ถูก reject เบ ื้องต้น สามารถดูได้จาก email : [Notification] มี Project Schedule ถูก reject โดยระบบ,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
bea9c277-697b-403f-9ccc-ed38231b9b0c,AMPM,ลืมรหัสผ่าน ,รหัสผ่านไม่ตรงให้ทำการ Login ใหม่อีกรอบ,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
59e74a86-27db-4ae0-afd4-de44afc61bf0,AMPM,Sale เป็น PM ,"ทาง sale ที่ต้องเป็น PM ในโครงการ บางท่าน แจ้งว่าเข้าใช้งานระบบ MPM ไม่ได้ ไม่ทราบ URL , username ที่ต้องเข้าใช้งาน",main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
2c2470f3-6a9e-42c4-a984-681c53922d10,AMPM,Contract milestone ไม่ update,ทาง PM แจ้งว่าได้มีการทำ contract milestone ในระบบแต่ข้อมูลวันที่ไม่ update  เบื้องต้นให้ตรวจสอบที่ TabContract milestone ,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
b68216e4-b434-4279-90a8-9ec6f518b229,AMPM,Change type Plan,ทาง PM ขอแกไขจากการทำแผนแบบ schedule เป็น contract milestone เนื่องจากในปัจจุบันหากมีการจัดทำแผนทั้ง 2 รูปแบบ ระบบจะยึดค่า %progress ของโครงการ,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
b18219c8-9d7b-40a2-a4ed-0e428f4dc535,AMPM,ความหมาย Task งาน,ทาง PM สอบถามเรื่อง task งานว่ามีความหมายอย่างไร,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
8821f0f8-cc66-4941-a198-b902b7155701,AMPM,เข้าใช้งานระบบ MPM ไม่ได้,เบื้องต้น ให้ตรวจสอบว่ามีการ VPN มาเข้าใช้งานระบบสำเร็จหรือไม่ หรือช่วงเวลาที่ user ทำการเข้าใช้งานระบบอยู่ระหว่างติดปัญหาเรื่อง network,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
527b37f1-fbd6-4cd6-81fb-44109e2e8f50,AMPM,Reject Period,ทาง PM / PD/ Project & billing แจ้งให้ทำการ reject period start date - end date เนื่องจากข้อมูลเดิมไม่ถูกต้อง ต้องการระบุข้อมูลใหม่,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
6cd64763-499a-4dcd-8583-d558d68c5ef8,AMPM,Check period status,ทาง PM ให้ช่วยตรวจสอบ status ของการระบุ period เนื่องจากข้อมูลในระบบยังคงข้อมูลเดิม,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
6e319190-af2b-462a-b99f-d839b5a1b0b9,AMPM,วิธีการ ระบุ period start date - end date,PM ไม่ทราบวิธีการ ระบุ ข้อมูล period start date - end date ว่าต้องดำเนินการอย่างไร,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
89854866-0d3d-4a06-aa33-1a9f629dea54,AMPM,Edit period start date - end date,กรณีต้องการแก้ไขข้อมูลแคไ้ ม่สามารถแก้ไข Period ได้ ต้องตรวจสอบก่อนว่ามีการ approve ครบถ้วนหรือไม่,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
52f5c2c3-489e-4032-955e-dc152cd0b07d,AMPM,Chatbot,History ที่ทาง user พิมพ์มาทาง chatbot ทาง admin สามารถเข้าไปดูได้,main/AMPM/MPM Script.docx; main/AMPM/Manual for support-OT.docx; main/AMPM/คู่มือเกี่ยวกับAMPMทั้งหมด.docx
d466a2dd-a6cd-4bf3-a418-899368e7288b,คู่มือวิธีแก้ไขปัญหา ESSเข้าสู่ระบบไม่ได้,แก้ปัญหา 'This site can't be reached',ปัญหาเกิดจากการเชื่อมต่อ VPN ค้างไว้ วิธีแก้คือ Disconnect VPN ก่อนเข้าใช้งาน ESS,main/คู่มือวิธีแก้ไขปัญหา ESSเข้าสู่ระบบไม่ได้/คู่มือวิธีแก้ไขปัญหา ESS เข้าสู่ระบบไม่ได้.pdf
dd10f0e9-142a-4752-9e9d-bb8da871402f,คู่มือวิธีแก้ไขปัญหา ESSเข้าสู่ระบบไม่ได้,แก้ปัญหา 'Incomplete Operation',ปัญหาระบบ Server ไม่พบชื่อ User ให้ลอง Refresh หน้าจอ (F5) 5-6 ครั้ง หากยังไม่ได้ผล ให้แจ้ง HRM@mfec.co.th,main/คู่มือวิธีแก้ไขปัญหา ESSเข้าสู่ระบบไม่ได้/คู่มือวิธีแก้ไขปัญหา ESS เข้าสู่ระบบไม่ได้.pdf
d0d9ee9f-bf3c-4c40-b2df-926e05ddb427,คู่มือวิธีแก้ไขปัญหา ESSเข้าสู่ระบบไม่ได้,แก้ปัญหา 'Duo SSO',User กรอกรหัสผิดหลายครั้ง ทำให้ Duo Mobile ล็อค ให้ IT Support ปลดล็อคใน Duo admin,main/คู่มือวิธีแก้ไขปัญหา ESSเข้าสู่ระบบไม่ได้/คู่มือวิธีแก้ไขปัญหา ESS เข้าสู่ระบบไม่ได้.pdf
7d8167f8-06a7-4b84-aef1-550359a6f59d,คู่มือวิธีแก้ไขปัญหา ESSเข้าสู่ระบบไม่ได้,แก้ปัญหา 'ลงชื่อเข้าใช้',User ต้องลงชื่อเข้าใช้ด้วยเมล @mfec.co.th หากใช้แล้วยังไม่ได้ ให้ IT Support เพิ่ม User ในระบบ,main/คู่มือวิธีแก้ไขปัญหา ESSเข้าสู่ระบบไม่ได้/คู่มือวิธีแก้ไขปัญหา ESS เข้าสู่ระบบไม่ได้.pdf
fe0011b9-c030-4f4d-b4d9-f0e305b2ab81,คู่มือวิธีแก้ไขปัญหา ESSเข้าสู่ระบบไม่ได้,แก้ปัญหา 'Account locked',User ใส่รหัสผ่านผิดหลายครั้ง Account ถูกล็อค ให้ IT Support ปลดล็อคใน Duo admin,main/คู่มือวิธีแก้ไขปัญหา ESSเข้าสู่ระบบไม่ได้/คู่มือวิธีแก้ไขปัญหา ESS เข้าสู่ระบบไม่ได้.pdf
b6c97203-d3ba-428e-a491-791e96e790be,คู่มือเปลี่ยนชื่อเครื่อง,เปลี่ยนชื่อ MacBook,1. เข้า System Preferences  2. เข้า Sharing  3. เปลี่ยนชื่อเครื่องตรง Computer Name,main/คู่มือเปลี่ยนชื่อเครื่อง/คู่มือ Rename MacBook.pdf; main/คู่มือเปลี่ยนชื่อเครื่อง/คู่มือ Rename เครื่องคอมพิวเตอร์ (computer).pdf
7dfe8eba-f2a0-43ac-b47d-8a38c65f805c,คู่มือเปลี่ยนชื่อเครื่อง,เปลี่ยนชื่อเครื่อง PC (Windows),"1. Search ""This PC"" -> Properties  2. หน้า About Me -> Rename this PC  3. ตั้งชื่อเครื่องใหม่ -> Next  4. Restart now",main/คู่มือเปลี่ยนชื่อเครื่อง/คู่มือ Rename MacBook.pdf; main/คู่มือเปลี่ยนชื่อเครื่อง/คู่มือ Rename เครื่องคอมพิวเตอร์ (computer).pdf
f8d231d4-579a-4c84-bdf0-81b0c9a16017,วิธีการทำ 2FA mail outlook,เปิดใช้งาน 2FA Outlook (office.com),เข้าสู่ระบบ office.com ด้วย E-mail และ Password จากนั้นเลือกประเทศไทยและใส่เบอร์โทรศัพท์เพื่อรับรหัส OTP ทาง SMS,main/วิธีการทำ 2FA mail outlook/วิธีการทำ 2FA.docx
8e33a5c6-d3ac-4d17-a47c-d2d2872a7a61,วิธีการทำ 2FA mail outlook,ยืนยัน OTP,กรอกรหัส OTP 6 หลักที่ได้รับทาง SMS แล้วกดตรวจสอบ,main/วิธีการทำ 2FA mail outlook/วิธีการทำ 2FA.docx
5aa81685-618a-4d0d-934c-72153b5eebef,วิธีการทำ 2FA mail outlook,รหัสผ่านสำหรับ App Outlook,เก็บรหัสผ่านที่ได้จากการตั้งค่า 2FA ไว้สำหรับ Login เข้าใช้งาน App Outlook,main/วิธีการทำ 2FA mail outlook/วิธีการทำ 2FA.docx
84b4512e-a71c-4006-9d0b-e9342c50991d,2FA,2FA via Authenticator App,การตั้งค่า 2FA ครั้งแรกผ่านแอป Authenticator โดยสแกน QR Code จากหน้าเว็บ และอนุมัติการเข้าสู่ระบบผ่านแอป,main/2FA/2FA-Reset-App-Password-Outlook.pdf; main/2FA/2FA-Setup-Frist-Time-MobileApp.pdf; main/2FA/Manual-setup-2FA-for-first-time-with-Authenticator-app-2019.pdf; main/2FA/Manual-setup-2FA-for-first-time-with-Phone-number-2019.pdf; main/2FA/Manual-setup-Microsoft-Outlook.pdf
2c11e7f9-b213-475c-83ef-ef3d1a523c59,2FA,2FA via Phone Number,การตั้งค่า 2FA ครั้งแรกผ่านเบอร์โทรศัพท์ โดยใส่เบอร์โทรศัพท์ และกรอกรหัส OTP ที่ได้รับทาง SMS,main/2FA/2FA-Reset-App-Password-Outlook.pdf; main/2FA/2FA-Setup-Frist-Time-MobileApp.pdf; main/2FA/Manual-setup-2FA-for-first-time-with-Authenticator-app-2019.pdf; main/2FA/Manual-setup-2FA-for-first-time-with-Phone-number-2019.pdf; main/2FA/Manual-setup-Microsoft-Outlook.pdf
a1390c09-f3f3-428f-ae21-bbb7eb8042d3,2FA,App Password Overview,App Password คือรหัสผ่านสำหรับใช้กับแอปพลิเคชันที่ไม่รองรับ 2FA โดยสร้างจาก Account และเป็นรหัสผ่านแบบสุ่ม 16 ตัวอักษร,main/2FA/2FA-Reset-App-Password-Outlook.pdf; main/2FA/2FA-Setup-Frist-Time-MobileApp.pdf; main/2FA/Manual-setup-2FA-for-first-time-with-Authenticator-app-2019.pdf; main/2FA/Manual-setup-2FA-for-first-time-with-Phone-number-2019.pdf; main/2FA/Manual-setup-Microsoft-Outlook.pdf
d3405219-788e-4cfc-9f9b-20d16a84b2ed,2FA,Using App Password,App Password ใช้สำหรับใส่ในช่องรหัสผ่านของ Windows Security หรือแอปพลิเคชันอื่นๆ ที่ไม่รองรับ 2FA,main/2FA/2FA-Reset-App-Password-Outlook.pdf; main/2FA/2FA-Setup-Frist-Time-MobileApp.pdf; main/2FA/Manual-setup-2FA-for-first-time-with-Authenticator-app-2019.pdf; main/2FA/Manual-setup-2FA-for-first-time-with-Phone-number-2019.pdf; main/2FA/Manual-setup-Microsoft-Outlook.pdf
abedea20-8321-4932-9d13-0300159161c6,2FA,Resetting App Password,สามารถ Reset App Password ได้ในกรณีที่ลืมหรือสูญหาย โดยเข้าไปที่ Security & Privacy > Additional Security Verification,main/2FA/2FA-Reset-App-Password-Outlook.pdf; main/2FA/2FA-Setup-Frist-Time-MobileApp.pdf; main/2FA/Manual-setup-2FA-for-first-time-with-Authenticator-app-2019.pdf; main/2FA/Manual-setup-2FA-for-first-time-with-Phone-number-2019.pdf; main/2FA/Manual-setup-Microsoft-Outlook.pdf
25264662-2b24-488f-b9e8-5dc3eca561f9,2FA,Updating Phone Number for 2FA,สามารถอัปเดตเบอร์โทรศัพท์ที่ใช้สำหรับ 2FA ได้ที่ Security & Privacy > Additional Security Verification,main/2FA/2FA-Reset-App-Password-Outlook.pdf; main/2FA/2FA-Setup-Frist-Time-MobileApp.pdf; main/2FA/Manual-setup-2FA-for-first-time-with-Authenticator-app-2019.pdf; main/2FA/Manual-setup-2FA-for-first-time-with-Phone-number-2019.pdf; main/2FA/Manual-setup-Microsoft-Outlook.pdf
8187ae41-25b4-43e6-a63d-7cc25fdbe4e1,2FA,2FA with Microsoft Outlook,หากใช้ Outlook ที่เปิดใช้งาน 2FA แล้วพบปัญหา ให้ใส่ App Password ในช่อง Windows Security หรือเชื่อมต่อ Wi-Fi ส่วนตัว หากยังไม่ได้ผลให้ติดต่อ IT Support,main/2FA/2FA-Reset-App-Password-Outlook.pdf; main/2FA/2FA-Setup-Frist-Time-MobileApp.pdf; main/2FA/Manual-setup-2FA-for-first-time-with-Authenticator-app-2019.pdf; main/2FA/Manual-setup-2FA-for-first-time-with-Phone-number-2019.pdf; main/2FA/Manual-setup-Microsoft-Outlook.pdf
73476949-5638-414a-9c0b-010f0a61591b,2FA,Manual Setup Outlook after 2FA,หากพบปัญหาในการตั้งค่า Outlook หลังทำ 2FA ให้ลองใส่ App Password แทนรหัสผ่านปกติ หากยังไม่สำเร็จให้เชื่อมต่อ Wi-Fi ส่วนตัว หรือติดต่อ IT Support,main/2FA/2FA-Reset-App-Password-Outlook.pdf; main/2FA/2FA-Setup-Frist-Time-MobileApp.pdf; main/2FA/Manual-setup-2FA-for-first-time-with-Authenticator-app-2019.pdf; main/2FA/Manual-setup-2FA-for-first-time-with-Phone-number-2019.pdf; main/2FA/Manual-setup-Microsoft-Outlook.pdf
f86013fc-c89b-4fb1-a39a-f80ad3566365,คู่มือ New Application,สร้าง Internal Project,"การสร้าง Internal Project ทำได้โดยกด More > Internal Project, กรอก Project Information (Prefix STG ต้องมี Reference to Main Project), กด Next to Task, สร้าง Task โดยระบุ Job Task Code (STG ยกเว้น Non project, MFE เฉพาะ Non project และ Task ค่าแรง) และ BU Code (MFE เฉพาะหลัก Division, STG ได้ทุกเลข), Rev และ Cost เท่ากัน, กด Create Project",main/คู่มือ New Application/คู่มือ Bu Performance/คู่มือการเข้า BU Performance.pdf; main/คู่มือ New Application/คู่มือ Internal Project/คู่มือ Proflex for TEST UAT.pdf; main/คู่มือ New Application/คู่มือ Project Management/คู่มือ Project Management For UAT 1.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual OT.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual Timesheet.pdf
dea9bd0e-27de-469f-ba86-b2e0ae86b5a7,คู่มือ New Application,ขอ Request Adjust Cost,"การขอ Request Adjust Cost ทำได้ 2 แบบ: 1) เพิ่ม Task โดยกด Create Task, กรอกรายละเอียด, กด Request Create (ไม่สามารถขอ Task ซ้ำ หรือ Request ซ้ำกับที่มีอยู่)  2) เพิ่มจำนวนเงิน โดยกด Request ตรง Task, ใส่จำนวนเงิน, กด Request (ไม่สามารถขอซ้ำจนกว่า Request เดิมจะถูก Action)",main/คู่มือ New Application/คู่มือ Bu Performance/คู่มือการเข้า BU Performance.pdf; main/คู่มือ New Application/คู่มือ Internal Project/คู่มือ Proflex for TEST UAT.pdf; main/คู่มือ New Application/คู่มือ Project Management/คู่มือ Project Management For UAT 1.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual OT.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual Timesheet.pdf
fc88ae45-f02e-44dd-a9ac-29afe158737f,คู่มือ New Application,หน้า Approval,หน้า Approval แสดงรายละเอียดการขอ Request ทั้งหมด สามารถกด Withdraw (ถอน Request) หรือ Send Again (ส่งอีเมลแจ้งเตือน)  และกด เพื่อดูรายละเอียด Request,main/คู่มือ New Application/คู่มือ Bu Performance/คู่มือการเข้า BU Performance.pdf; main/คู่มือ New Application/คู่มือ Internal Project/คู่มือ Proflex for TEST UAT.pdf; main/คู่มือ New Application/คู่มือ Project Management/คู่มือ Project Management For UAT 1.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual OT.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual Timesheet.pdf
aadf8528-8f1a-4195-8007-a062160bec61,คู่มือ New Application,ถอน Request (Withdraw),"การถอน Request ทำได้โดยกด Withdraw ในรายการที่ต้องการ, กด Yes เพื่อยืนยัน",main/คู่มือ New Application/คู่มือ Bu Performance/คู่มือการเข้า BU Performance.pdf; main/คู่มือ New Application/คู่มือ Internal Project/คู่มือ Proflex for TEST UAT.pdf; main/คู่มือ New Application/คู่มือ Project Management/คู่มือ Project Management For UAT 1.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual OT.pdf; main/คู่มือ New Application/คู่มือ Timesheet/Manual Timesheet.pdf
